DateTime,DayNumber,GlobRad,DiffRad,T_gable,T_flat
2018-04-25 00:15:00,115.01527777777777,0.0,0.0,15.203243177333333,15.200303971333332
2018-04-25 00:30:00,115.02569444444445,0.0,0.0,15.151926698,15.149068207333332
2018-04-25 00:45:00,115.03611111111111,0.0,0.0,15.173296085333334,15.1706021
2018-04-25 01:00:00,115.04652777777777,0.0,0.0,15.179946565333333,15.177600138
2018-04-25 01:15:00,115.05694444444445,0.0,0.0,15.039517994666664,15.035758276000001
2018-04-25 01:30:00,115.06736111111111,0.0,0.0,14.871850297333332,14.867839718666666
2018-04-25 01:45:00,115.07777777777777,0.0,0.0,14.721210214000003,14.717197886000001
2018-04-25 02:00:00,115.08819444444445,0.0,0.0,14.581545353333333,14.577809534666665
2018-04-25 02:15:00,115.09861111111111,0.0,0.0,14.575116948666665,14.572232287999999
2018-04-25 02:30:00,115.10902777777777,0.0,0.0,14.464325904,14.460794368
2018-04-25 02:45:00,115.11944444444445,0.0,0.0,14.382163103999998,14.378713551999999
2018-04-25 03:00:00,115.12986111111111,0.0,0.0,14.207136005333332,14.203247548666663
2018-04-25 03:15:00,115.14027777777777,0.0,0.0,14.042630322666662,14.038927412666665
2018-04-25 03:30:00,115.15069444444445,0.0,0.0,13.944736170666667,13.941938993333332
2018-04-25 03:45:00,115.16111111111111,0.0,0.0,13.834789058666667,13.831914532666667
2018-04-25 04:00:00,115.17152777777777,0.0,0.0,13.680980572000005,13.678127766666668
2018-04-25 04:15:00,115.18194444444445,0.0,0.0,13.643125678666665,13.640482099333333
2018-04-25 04:30:00,115.19236111111111,0.0,0.0,13.540805224666666,13.538248213333333
2018-04-25 04:45:00,115.20277777777777,0.0,0.0,13.516740690666666,13.514751440000001
2018-04-25 05:00:00,115.21319444444445,0.11369013460000002,0.11369013460000002,13.564878863333332,13.565316839333333
2018-04-25 05:15:00,115.22361111111111,0.31263125253333335,0.31263125253333335,13.429284943999997,13.431034506
2018-04-25 05:30:00,115.23402777777777,3.220643847666666,3.220643847666666,12.527787636666668,12.546811300666665
2018-04-25 05:45:00,115.24444444444445,8.821158015733335,8.821158015733335,12.012323638,12.065250584666666
2018-04-25 06:00:00,115.25486111111111,8.589189786,8.589189786,11.861026306666666,11.912561446
2018-04-25 06:15:00,115.26527777777777,19.367189799799995,19.367189799799995,12.377893014666666,12.494096154
2018-04-25 06:30:00,115.27569444444445,40.66125862733334,40.66125862733334,13.226579494666668,13.470547044666667
2018-04-25 06:45:00,115.28611111111111,56.443758511999995,56.443758511999995,13.984962976666669,14.323625528
2018-04-25 07:00:00,115.29652777777777,90.70076856466667,90.70076856466667,15.639700295999997,16.183904907333336
2018-04-25 07:15:00,115.30694444444445,109.22154115066665,108.65658123733333,16.455242378666664,17.109919319333333
2018-04-25 07:30:00,115.31736111111111,66.44158611933332,66.44158611933332,14.529882208000002,14.928531726666668
2018-04-25 07:45:00,115.32777777777777,217.93896151333334,167.17327207333335,21.392879554666667,22.698111381999997
2018-04-25 08:00:00,115.33819444444445,355.59203686,162.26217972666666,28.17766157466667,30.343756034666665
2018-04-25 08:15:00,115.34861111111111,396.9393254133333,193.72749315333334,30.850684897333334,33.310886055999994
2018-04-25 08:30:00,115.35902777777777,276.1487230866667,221.05476166666668,25.417203329333336,27.106913804666668
2018-04-25 08:45:00,115.36944444444445,462.8914391933333,207.1193497533333,35.18325664133333,38.15874992799999
2018-04-25 09:00:00,115.37986111111111,535.6093033133333,300.58933695999997,39.27356551000001,42.70440239133333
2018-04-25 09:15:00,115.39027777777777,209.26471168266661,177.318167392,23.438197367999997,24.726062337333328
2018-04-25 09:30:00,115.40069444444445,484.75209711,224.16998971666666,36.677506683333334,39.883710846666666
2018-04-25 09:45:00,115.41111111111111,481.7994875533333,323.3101869066667,36.60853653333333,39.691798369999994
2018-04-25 10:00:00,115.42152777777777,260.94835214,223.7333014133333,25.641805068666667,27.25521973866667
2018-04-25 10:15:00,115.43194444444445,343.8156284533334,233.39069955333335,30.07163844733334,32.28430073333334
2018-04-25 10:30:00,115.44236111111111,212.92609234000003,212.8649697333333,23.114209382,24.391850506
2018-04-25 10:45:00,115.45277777777777,228.80734278666665,184.28563082,23.946703836,25.384720406666666
2018-04-25 11:00:00,115.46319444444445,720.7286100400001,381.56887932666666,49.705720182666674,54.531824296
2018-04-25 11:15:00,115.47361111111111,804.9249938866666,311.0759578466667,55.836294989333325,61.41394008866667
2018-04-25 11:30:00,115.48402777777777,793.3329717066665,240.43544283999998,56.33912879133333,61.94999616866665
2018-04-25 11:45:00,115.49444444444445,543.2104896466666,297.5012470733334,41.79299945133333,45.43465473266667
2018-04-25 12:00:00,115.50486111111111,697.84960546,293.8960173666666,50.260306070666665,55.081038801333335
2018-04-25 12:15:00,115.51527777777777,511.85068559999985,219.4908105733333,41.42120549266666,44.95225814999999
2018-04-25 12:30:00,115.52569444444445,226.22478527333334,221.5987242933334,24.785730479999998,26.150369956000002
2018-04-25 12:45:00,115.53611111111111,535.7971244066667,278.4289902,40.90035180733334,44.519392161999995
2018-04-25 13:00:00,115.54652777777777,445.37874812666655,281.111951,36.61058940866666,39.54034119200001
2018-04-25 13:15:00,115.55694444444445,522.7254545800001,374.59080336666665,39.417201119999994,42.782122908666665
2018-04-25 13:30:00,115.56736111111111,683.6599383866666,285.3011001866667,50.243307779333335,54.95592851333333
2018-04-25 13:45:00,115.57777777777777,111.13007640533333,111.13007640533333,19.61235292866667,20.279133388000005
2018-04-25 14:00:00,115.58819444444445,344.5395158333333,326.41567639333334,29.88202633866667,31.97572185533333
2018-04-25 14:15:00,115.59861111111111,394.2817614400001,352.78681867333336,32.40110953933333,34.82613002000001
2018-04-25 14:30:00,115.60902777777777,260.17200901333337,228.14404951333339,26.664396179333334,28.270411298000003
2018-04-25 14:45:00,115.61944444444445,576.60243396,268.64551861999996,43.35656400200001,47.220548687333334
2018-04-25 15:00:00,115.62986111111111,490.0389159733333,196.03423933333332,39.953215552,43.26822499066667
2018-04-25 15:15:00,115.64027777777777,122.12287900466664,120.83287467333331,20.33917317666667,21.073390624
2018-04-25 15:30:00,115.65069444444445,531.46243708,266.71774873333334,40.464664719333335,43.94262771866668
2018-04-25 15:45:00,115.66111111111111,215.09747417333335,207.02790867333334,24.515098269333333,25.813410466
2018-04-25 16:00:00,115.67152777777777,455.1044262666666,260.70493186,36.259112186,39.15229519066667
2018-04-25 16:15:00,115.68194444444445,412.1307093666666,188.8973134466667,34.97888094666666,37.615391402
2018-04-25 16:30:00,115.69236111111111,120.804658002,119.392648262,20.735937642000007,21.46163691533333
2018-04-25 16:45:00,115.70277777777777,67.15397666266668,67.15397666266668,17.811783492000004,18.214707352666665
2018-04-25 17:00:00,115.71319444444445,43.611547018,41.771446055999995,16.326942054,16.588509572666666
2018-04-25 17:15:00,115.72361111111111,176.37112016599997,128.43674751533334,21.849601709999998,22.901842581333334
2018-04-25 17:30:00,115.73402777777777,44.57817330600001,44.50386191200001,15.82060715666667,16.088041686666667
2018-04-25 17:45:00,115.74444444444445,21.379405402666666,21.379405402666666,14.835811179333335,14.964087611333333
2018-04-25 18:00:00,115.75486111111111,50.80622730933333,50.80622730933333,15.799514648000002,16.10435201
2018-04-25 18:15:00,115.76527777777777,122.18017796400001,89.097583106,18.411048353333335,19.04709541
2018-04-25 18:30:00,115.77569444444445,112.58084142999998,71.284392284,17.825421459999998,18.329747061999992
2018-04-25 18:45:00,115.78611111111111,93.30964351666667,47.489400302666674,16.28453436666667,16.58035488266667
2018-04-25 19:00:00,115.79652777777777,76.34123953666668,55.922716566666665,16.544020373333336,16.879556671999996
2018-04-25 19:15:00,115.80694444444445,23.878935868666666,23.187941016,14.623826946666668,14.762954591333335
2018-04-25 19:30:00,115.81736111111111,7.671349014933332,7.658258690933333,13.515617371999998,13.561566923333334
2018-04-25 19:45:00,115.82777777777777,0.8000717861333334,0.8000717861333334,12.744519264,12.748358736666667
2018-04-25 20:00:00,115.83819444444445,0.0,0.0,12.392061474666667,12.383162622000002
2018-04-25 20:15:00,115.84861111111111,0.0,0.0,12.045013254666667,12.032246498
2018-04-25 20:30:00,115.85902777777777,0.0,0.0,11.675205775333334,11.661626048
2018-04-25 20:45:00,115.86944444444445,0.0,0.0,11.381200680666666,11.368639678000001
2018-04-25 21:00:00,115.87986111111111,0.0,0.0,11.199533933333333,11.189503421333335
2018-04-25 21:15:00,115.89027777777777,0.0,0.0,10.926622094000003,10.914308669333334
2018-04-25 21:30:00,115.90069444444445,0.0,0.0,10.628246094,10.615169620666666
2018-04-25 21:45:00,115.91111111111111,0.0,0.0,10.274318659333334,10.260615381333334
2018-04-25 22:00:00,115.92152777777777,0.0,0.0,10.0714315884,10.059002507866667
2018-04-25 22:15:00,115.93194444444445,0.0,0.0,9.928012928866666,9.916518541866669
2018-04-25 22:30:00,115.94236111111111,0.0,0.0,9.681821482866669,9.670180906533334
2018-04-25 22:45:00,115.95277777777777,0.0,0.0,9.483637474599998,9.472459807733335
2018-04-25 23:00:00,115.96319444444445,0.0,0.0,9.288920962266666,9.277494669000001
2018-04-25 23:15:00,115.97361111111111,0.0,0.0,9.183661447466667,9.1734124384
2018-04-25 23:30:00,115.98402777777777,0.0,0.0,9.015121837533336,9.004466181933333
2018-04-25 23:45:00,115.99444444444445,0.0,0.0,8.921901237733332,8.9119163378
2018-04-26 00:00:00,116.00486111111111,0.0,0.0,8.717609753200001,8.707395294133333
2018-04-26 00:15:00,116.01527777777777,0.0,0.0,8.588506392933335,8.579083895133333
2018-04-26 00:30:00,116.02569444444445,0.0,0.0,8.434810293,8.4254470948
2018-04-26 00:45:00,116.03611111111111,0.0,0.0,8.448496875666667,8.440677045266668
2018-04-26 01:00:00,116.04652777777777,0.0,0.0,8.394567634666666,8.386030625
2018-04-26 01:15:00,116.05694444444445,0.0,0.0,8.358442999333333,8.3508277136
2018-04-26 01:30:00,116.06736111111111,0.0,0.0,8.420652454266667,8.417443594733335
2018-04-26 01:45:00,116.07777777777777,0.0,0.0,8.411424218466667,8.406918564466666
2018-04-26 02:00:00,116.08819444444445,0.053654990066666665,0.053654990066666665,8.538562225,8.538628998066667
2018-04-26 02:15:00,116.09861111111111,0.0,0.0,8.605028218200001,8.604048494
2018-04-26 02:30:00,116.10902777777777,0.0,0.0,8.6785234368,8.677975186999998
2018-04-26 02:45:00,116.11944444444445,0.0,0.0,8.785821713266667,8.785218870466666
2018-04-26 03:00:00,116.12986111111111,0.0,0.0,8.809767755999998,8.8079338644
2018-04-26 03:15:00,116.14027777777777,0.0,0.0,8.757653665133335,8.751976632599998
2018-04-26 03:30:00,116.15069444444445,0.0,0.0,8.8195864996,8.816873562066666
2018-04-26 03:45:00,116.16111111111111,0.0,0.0,8.693826873733334,8.687597511533333
2018-04-26 04:00:00,116.17152777777777,0.0,0.0,8.511903744266666,8.504533628066666
2018-04-26 04:15:00,116.18194444444445,0.0,0.0,8.242845267333333,8.234599053666667
2018-04-26 04:30:00,116.19236111111111,0.0,0.0,8.190423264066665,8.186165131866668
2018-04-26 04:45:00,116.20277777777777,0.0,0.0,8.290055393666666,8.287705996866668
2018-04-26 05:00:00,116.21319444444445,0.5037688462666666,0.5037688462666666,8.377018077866667,8.380019108866668
2018-04-26 05:15:00,116.22361111111111,2.3249072388000003,2.3249072388000003,8.486758298866668,8.500707742333333
2018-04-26 05:30:00,116.23402777777777,3.6293102261999994,3.6293102261999994,8.6418235872,8.6635994486
2018-04-26 05:45:00,116.24444444444445,8.458426600266668,8.458426600266668,9.017722018866666,9.068472578466666
2018-04-26 06:00:00,116.25486111111111,14.743212525333332,14.743212525333332,9.329939761133335,9.4183990364
2018-04-26 06:15:00,116.26527777777777,19.164791620666666,19.164791620666666,9.550678890333332,9.665667639333334
2018-04-26 06:30:00,116.27569444444445,27.393601760000006,27.393601760000006,9.994837642333334,10.159199252400002
2018-04-26 06:45:00,116.28611111111111,39.762355217999996,39.762355217999996,10.565148888666666,10.803723021333333
2018-04-26 07:00:00,116.29652777777777,57.297526074,57.297526074,11.312101429999997,11.655886586666668
2018-04-26 07:15:00,116.30694444444445,67.91391248600002,67.91391248600002,11.780640704,12.188124178666666
2018-04-26 07:30:00,116.31736111111111,77.091892328,77.091892328,12.215203769999997,12.677755123999995
2018-04-26 07:45:00,116.32777777777777,91.92150729133333,91.92150729133333,12.973238106666663,13.524767151333329
2018-04-26 08:00:00,116.33819444444445,93.27355629066666,93.27355629066666,13.196427589333332,13.756068926666666
2018-04-26 08:15:00,116.34861111111111,128.28861766733334,123.53108026666669,14.776582094666667,15.548426461333333
2018-04-26 08:30:00,116.35902777777777,255.3160794666666,218.57226488666663,20.783285370666665,22.334976591333334
2018-04-26 08:45:00,116.36944444444445,198.91026661533337,195.93769319733335,18.264888638000002,19.460609268
2018-04-26 09:00:00,116.37986111111111,364.9068141,302.11903844666665,26.406486768,28.650114852666658
2018-04-26 09:15:00,116.39027777777777,184.30596454,168.41237366,18.245190862,19.366367923999995
2018-04-26 09:30:00,116.40069444444445,200.26764053333335,196.53238394,18.778877206666667,19.984695966666667
2018-04-26 09:45:00,116.41111111111111,469.7620066399999,290.11114635999996,32.516656956666665,35.549345386666666
2018-04-26 10:00:00,116.42152777777777,551.6223018533334,304.16226595333336,37.600862910000004,41.21977099800001
2018-04-26 10:15:00,116.43194444444445,516.0922106466667,325.3604237866667,35.73802826,39.086841034
2018-04-26 10:30:00,116.44236111111111,353.24313686666665,224.35212462666667,28.055454106666666,30.353533046666666
2018-04-26 10:45:00,116.45277777777777,542.0397429533334,341.59290614,37.72264965266666,41.25567756466665
2018-04-26 11:00:00,116.46319444444445,584.1943362466666,345.6999285466666,40.11769733799999,43.96986161266667
2018-04-26 11:15:00,116.47361111111111,492.19069084666666,325.77760094666667,35.598770252,38.799126959999995
2018-04-26 11:30:00,116.48402777777777,366.0646013466667,304.9787372933334,28.869933642666663,31.15792335066666
2018-04-26 11:45:00,116.49444444444445,620.3352072,375.00098822,41.93370948333333,46.02920530333335
2018-04-26 12:00:00,116.50486111111111,658.8297041133334,211.64041516666666,45.97434808333333,50.61513553933332
2018-04-26 12:15:00,116.51527777777777,847.4275033933334,213.31097339999997,57.724429584,63.78781729733334
2018-04-26 12:30:00,116.52569444444445,414.9497276533333,247.2501858666666,33.70605223533334,36.454907152666664
2018-04-26 12:45:00,116.53611111111111,433.30436980666667,201.5826754,33.482710636,36.43919039466667
2018-04-26 13:00:00,116.54652777777777,523.6720471133334,220.2332549133333,39.12455577466667,42.732328593999995
2018-04-26 13:15:00,116.55694444444445,273.88590984,258.07723678,22.978982955999996,24.64619376733333
2018-04-26 13:30:00,116.56736111111111,829.28790318,256.6138417066666,54.85967786733333,60.69218650733333
2018-04-26 13:45:00,116.57777777777777,641.5364407599999,258.91888250000005,46.39526953266668,50.80909806066666
2018-04-26 14:00:00,116.58819444444445,208.29028639999999,201.62338158666668,22.634694132666663,23.894122307333337
2018-04-26 14:15:00,116.59861111111111,306.30754812000004,275.71021996,25.931065720666663,27.811249757999995
2018-04-26 14:30:00,116.60902777777777,560.4478367333334,315.4028224066667,39.93005586333334,43.62023808533334
2018-04-26 14:45:00,116.61944444444445,735.7300180133334,149.38650024666669,52.250023374,57.421563458
2018-04-26 15:00:00,116.62986111111111,564.8932046933332,205.56386234000001,42.79049520533333,46.62437468933333
2018-04-26 15:15:00,116.64027777777777,335.1472645066667,186.1061132266667,30.184732483999998,32.362150450666675
2018-04-26 15:30:00,116.65069444444445,404.08503786,234.78485242666667,34.11320027933334,36.719905403999995
2018-04-26 15:45:00,116.66111111111111,68.968463634,68.968463634,16.744825758666664,17.158636539333333
2018-04-26 16:00:00,116.67152777777777,110.862681714,102.35575076733333,17.321555563333334,17.99321242266667
2018-04-26 16:15:00,116.68194444444445,486.58612295999995,255.76183764000004,36.123204480000005,39.19872845733334
2018-04-26 16:30:00,116.69236111111111,228.55645195333332,151.9652865466667,24.29421326666666,25.702613078000002
2018-04-26 16:45:00,116.70277777777777,120.35667878000001,120.13327508666667,19.159072233333333,19.88129934
2018-04-26 17:00:00,116.71319444444445,129.35921754,127.93831437333333,19.589274578666668,20.365470795333334
2018-04-26 17:15:00,116.72361111111111,98.26993210933334,98.26993210933334,18.045970122666667,18.635589713999995
2018-04-26 17:30:00,116.73402777777777,90.80156469599999,90.80156469599999,17.386706712666662,17.931516101333333
2018-04-26 17:45:00,116.74444444444445,98.50468872333333,98.29477705599999,17.642740387999996,18.23346950666667
2018-04-26 18:00:00,116.75486111111111,152.99409712666667,113.03173081733334,19.903355679333334,20.754723129333335
2018-04-26 18:15:00,116.76527777777777,95.91596228266665,82.72623750400001,17.653407698000002,18.18967647266667
2018-04-26 18:30:00,116.77569444444445,93.85631349333333,73.768572476,16.635187378666668,17.107304579333334
2018-04-26 18:45:00,116.78611111111111,100.73600004933333,65.78441435200001,16.314076531333335,16.712613142
2018-04-26 19:00:00,116.79652777777777,62.063723722666666,34.757651740666674,14.749890408666667,14.958436319333337
2018-04-26 19:15:00,116.80694444444445,30.573012591999998,21.18757879733333,14.053331192666665,14.180456666000003
2018-04-26 19:30:00,116.81736111111111,7.739069331,7.6527307669999995,12.767388828666666,12.813305212666668
2018-04-26 19:45:00,116.82777777777777,0.43830993193333334,0.43830993193333334,11.743114049333334,11.742141400000001
